gene_id	gene_name
ENSG00000104320	NBN
ENSG00000104321	TRPA1
ENSG00000104356	POP1
ENSG00000104365	IKBKB
ENSG00000104381	GDAP1
ENSG00000104388	RAB2A
ENSG00000104408	EIF3E
ENSG00000104419	NDRG1
ENSG00000104447	TRPS1
ENSG00000104517	UBR5
ENSG00000104643	MTMR9
ENSG00000104660	LEPROTL1
ENSG00000104687	GSR
ENSG00000104722	NEFM
ENSG00000104723	TUSC3
ENSG00000104728	ARHGEF10
ENSG00000104738	MCM4
ENSG00000104763	ASAH1
ENSG00000104774	MAN2B1
ENSG00000104812	GYS1
ENSG00000104826	LHB
ENSG00000104835	SARS2
ENSG00000104853	CLPTM1
ENSG00000104870	FCGRT
ENSG00000104879	CKM
ENSG00000104881	PPP1R13L
ENSG00000104884	ERCC2
ENSG00000104885	DOT1L
ENSG00000104889	RNASEH2A
ENSG00000104899	AMH
ENSG00000104903	LYL1
ENSG00000104907	TRMT1
ENSG00000104918	RETN
ENSG00000104936	DMPK
ENSG00000104973	MED25
ENSG00000104980	TIMM44
ENSG00000105048	TNNT1
ENSG00000105088	OLFM2
ENSG00000105136	ZNF419
ENSG00000105146	AURKC
ENSG00000105173	CCNE1
ENSG00000105198	LGALS13
ENSG00000105220	GPI
ENSG00000105221	AKT2
ENSG00000105227	PRX
ENSG00000105281	SLC1A5
ENSG00000105329	TGFB1
ENSG00000105357	MYH14
ENSG00000105369	CD79A
ENSG00000105370	LIM2
ENSG00000105371	ICAM4
ENSG00000105372	RPS19
ENSG00000105379	ETFB
ENSG00000105392	CRX
ENSG00000105397	TYK2
ENSG00000105398	SULT2A1
ENSG00000105409	ATP1A3
ENSG00000105429	MEGF8
ENSG00000105486	LIG1
ENSG00000105552	BCAT2
ENSG00000105568	PPP2R1A
ENSG00000105607	GCDH
ENSG00000105610	KLF1
ENSG00000105612	DNASE2
ENSG00000105618	PRPF31
ENSG00000105619	TFPT
ENSG00000105639	JAK3
ENSG00000105641	SLC5A5
ENSG00000105647	PIK3R2
ENSG00000105656	ELL
ENSG00000105662	CRTC1
ENSG00000105664	COMP
ENSG00000105697	HAMP
ENSG00000105701	FKBP8
ENSG00000105711	SCN1B
ENSG00000105737	GRIK5
ENSG00000105755	ETHE1
ENSG00000105810	CDK6
ENSG00000105852	PON3
ENSG00000105854	PON2
ENSG00000105877	DNAH11
ENSG00000105880	DLX5
ENSG00000105928	GSDME
ENSG00000105929	ATP6V0A4
ENSG00000105974	CAV1
ENSG00000105976	MET
ENSG00000105983	LMBR1
ENSG00000105991	HOXA1
ENSG00000105993	DNAJB6
ENSG00000105996	HOXA2
ENSG00000105997	HOXA3
ENSG00000106003	LFNG
ENSG00000106009	BRAT1
ENSG00000106025	TSPAN12
ENSG00000106031	HOXA13
ENSG00000106070	GRB10
ENSG00000106080	FKBP14
ENSG00000106100	NOD1
ENSG00000106113	CRHR2
ENSG00000106123	EPHB6
ENSG00000106128	GHRHR
ENSG00000106144	CASP2
ENSG00000106211	HSPB1
ENSG00000106236	NPTX2
ENSG00000106258	CYP3A5
ENSG00000106268	NUDT1
ENSG00000106327	TFR2
ENSG00000106331	PAX4
ENSG00000106333	PCOLCE
ENSG00000106341	PPP1R17
ENSG00000106344	RBM28
ENSG00000106348	IMPDH1
ENSG00000106366	SERPINE1
ENSG00000106367	AP1S1
ENSG00000106392	C1GALT1
ENSG00000106397	PLOD3
ENSG00000106410	NOBOX
ENSG00000106415	GLCCI1
ENSG00000106462	EZH2
ENSG00000106477	CEP41
ENSG00000106483	SFRP4
ENSG00000106484	MEST
ENSG00000106536	POU6F2
ENSG00000106546	AHR
ENSG00000106571	GLI3
ENSG00000106605	BLVRA
ENSG00000106617	PRKAG2
ENSG00000106633	GCK
ENSG00000106665	CLIP2
ENSG00000106682	EIF4H
ENSG00000106683	LIMK1
ENSG00000106688	SLC1A1
ENSG00000106692	FKTN
ENSG00000106799	TGFBR1
ENSG00000106804	C5
ENSG00000106819	ASPN
ENSG00000106823	ECM2
ENSG00000106976	DNM1
ENSG00000106991	ENG
ENSG00000106992	AK1
ENSG00000107036	RIC1
ENSG00000107099	DOCK8
ENSG00000107104	KANK1
ENSG00000107130	NCS1
ENSG00000107147	KCNT1
ENSG00000107165	TYRP1
ENSG00000107187	LHX3
ENSG00000107201	DDX58
ENSG00000107249	GLIS3
ENSG00000107290	SETX
ENSG00000107331	ABCA2
ENSG00000107371	EXOSC3
ENSG00000107485	GATA3
ENSG00000107518	ATRNL1
ENSG00000107521	HPS1
ENSG00000107537	PHYH
ENSG00000107562	CXCL12
ENSG00000107611	CUBN
ENSG00000107736	CDH23
ENSG00000107779	BMPR1A
ENSG00000107789	MINPP1
ENSG00000107796	ACTA2
ENSG00000107798	LIPA
ENSG00000107807	TLX1
ENSG00000107829	FBXW4
ENSG00000107831	FGF8
ENSG00000107859	PITX3
ENSG00000107864	CPEB3
ENSG00000107882	SUFU
ENSG00000107890	ANKRD26
ENSG00000107897	ACBD5
ENSG00000107929	LARP4B
ENSG00000107938	EDRF1
ENSG00000107951	MTPAP
ENSG00000107968	MAP3K8
ENSG00000108018	SORCS1
ENSG00000108055	SMC3
ENSG00000108061	SHOC2
ENSG00000108064	TFAM
ENSG00000108091	CCDC6
ENSG00000108231	LGI1
ENSG00000108242	CYP2C18
ENSG00000108255	CRYBA1
ENSG00000108262	GIT1
ENSG00000108370	RGS9
ENSG00000108375	RNF43
ENSG00000108379	WNT3
ENSG00000108381	ASPA
ENSG00000108384	RAD51C
ENSG00000108395	TRIM37
ENSG00000108405	P2RX1
ENSG00000108417	KRT37
ENSG00000108433	GOSR2
ENSG00000108439	PNPO
ENSG00000108474	PIGL
ENSG00000108479	GALK1
ENSG00000108510	MED13
ENSG00000108511	HOXB6
ENSG00000108515	ENO3
ENSG00000108518	PFN1
ENSG00000108556	CHRNE
ENSG00000108557	RAI1
ENSG00000108576	SLC6A4
ENSG00000108578	BLMH
ENSG00000108599	AKAP10
ENSG00000108641	B9D1
ENSG00000108654	DDX5
ENSG00000108691	CCL2
ENSG00000108733	PEX12
ENSG00000108773	KAT2A
ENSG00000108784	NAGLU
ENSG00000108821	COL1A1
ENSG00000108823	SGCA
ENSG00000108839	ALOX12
ENSG00000108846	ABCC3
ENSG00000108883	EFTUD2
ENSG00000108924	HLF
ENSG00000108946	PRKAR1A
ENSG00000108950	FAM20A
ENSG00000108953	YWHAE
ENSG00000108961	RANGRF
ENSG00000109062	SLC9A3R1
ENSG00000109063	MYH3
ENSG00000109099	PMP22
ENSG00000109101	FOXN1
ENSG00000109103	UNC119
ENSG00000109132	PHOX2B
ENSG00000109163	GNRHR
ENSG00000109181	UGT2B10
ENSG00000109189	USP46
ENSG00000109205	ODAM
ENSG00000109220	CHIC2
ENSG00000109255	NMU
ENSG00000109323	MANBA
ENSG00000109339	MAPK10
ENSG00000109424	UCP1
ENSG00000109471	IL2
ENSG00000109472	CPE
ENSG00000109501	WFS1
ENSG00000109572	CLCN3
ENSG00000109586	GALNT7
ENSG00000109610	SOD3
ENSG00000109618	SEPSECS
ENSG00000109625	CPZ
ENSG00000109667	SLC2A9
ENSG00000109670	FBXW7
ENSG00000109685	NSD2
ENSG00000109705	NKX3-2
ENSG00000109738	GLRB
ENSG00000109832	DDX25
ENSG00000109846	CRYAB
ENSG00000109861	CTSC
ENSG00000109906	ZBTB16
ENSG00000109911	ELP4
ENSG00000109927	TECTA
ENSG00000109929	SC5D
ENSG00000109956	B3GAT1
ENSG00000110013	SIAE
ENSG00000110057	UNC93B1
ENSG00000110074	FOXRED1
ENSG00000110076	NRXN2
ENSG00000110080	ST3GAL4
ENSG00000110090	CPT1A
ENSG00000110092	CCND1
ENSG00000110148	CCKBR
ENSG00000110195	FOLR1
ENSG00000110243	APOA5
ENSG00000110244	APOA4
ENSG00000110245	APOC3
ENSG00000110274	CEP164
ENSG00000110324	IL10RA
ENSG00000110367	DDX6
ENSG00000110395	CBL
ENSG00000110435	PDHX
ENSG00000110448	CD5
ENSG00000110455	ACCS
ENSG00000110492	MDK
ENSG00000110628	SLC22A18
ENSG00000110651	CD81
ENSG00000110680	CALCA
ENSG00000110693	SOX6
ENSG00000110711	AIP
ENSG00000110713	NUP98
ENSG00000110717	NDUFS8
ENSG00000110719	TCIRG1
ENSG00000110723	EXPH5
ENSG00000110756	HPS5
ENSG00000110777	POU2AF1
ENSG00000110799	VWF
ENSG00000110841	PPFIBP1
ENSG00000110844	PRPF40B
ENSG00000110871	COQ5
ENSG00000110887	DAO
ENSG00000110911	SLC11A2
ENSG00000110921	MVK
ENSG00000110987	BCL7A
ENSG00000111012	CYP27B1
ENSG00000111046	MYF6
ENSG00000111049	MYF5
ENSG00000111057	KRT18
ENSG00000111087	GLI1
ENSG00000111145	ELK3
ENSG00000111181	SLC6A12
ENSG00000111199	TRPV4
ENSG00000111206	FOXM1
ENSG00000111229	ARPC3
ENSG00000111245	MYL2
ENSG00000111252	SH2B3
ENSG00000111262	KCNA1
ENSG00000111271	ACAD10
ENSG00000111275	ALDH2
ENSG00000111276	CDKN1B
ENSG00000111319	SCNN1A
ENSG00000111335	OAS2
ENSG00000111339	ART4
ENSG00000111341	MGP
ENSG00000111361	EIF2B1
ENSG00000111424	VDR
ENSG00000111537	IFNG
ENSG00000111642	CHD4
ENSG00000111664	GNB3
ENSG00000111669	TPI1
ENSG00000111670	GNPTAB
ENSG00000111676	ATN1
ENSG00000111678	C12orf57
ENSG00000111679	PTPN6
ENSG00000111700	SLCO1B3
ENSG00000111701	APOBEC1
ENSG00000111713	GYS2
ENSG00000111716	LDHB
ENSG00000111728	ST8SIA1
ENSG00000111732	AICDA
ENSG00000111752	PHC1
ENSG00000111816	FRK
ENSG00000111834	RSPH4A
ENSG00000111837	MAK
ENSG00000111846	GCNT2
ENSG00000111863	ADTRP
ENSG00000111877	MCM9
ENSG00000111886	GABRR2
ENSG00000111913	RIPOR2
ENSG00000111962	UST
ENSG00000112038	OPRM1
ENSG00000112039	FANCE
ENSG00000112041	TULP1
ENSG00000112077	RHAG
ENSG00000112081	SRSF3
ENSG00000112096	SOD2
ENSG00000112116	IL17F
ENSG00000112159	MDN1
ENSG00000112164	GLP1R
ENSG00000112175	BMP5
ENSG00000112210	RAB23
ENSG00000112237	CCNC
ENSG00000112246	SIM1
ENSG00000112249	ASCC3
ENSG00000112280	COL9A1
ENSG00000112282	MED23
ENSG00000112294	ALDH5A1
ENSG00000112299	VNN1
ENSG00000112309	B3GAT2
ENSG00000112319	EYA4
ENSG00000112320	SOBP
ENSG00000112333	NR2E1
ENSG00000112335	SNX3
ENSG00000112357	PEX7
ENSG00000112365	ZBTB24
ENSG00000112367	FIG4
ENSG00000112425	EPM2A
ENSG00000112494	UNC93A
ENSG00000112499	SLC22A2
ENSG00000112530	PACRG
ENSG00000112531	QKI
ENSG00000112561	TFEB
ENSG00000112562	SMOC2
ENSG00000112576	CCND3
ENSG00000112592	TBP
ENSG00000112599	GUCA1B
ENSG00000112619	PRPH2
ENSG00000112655	PTK7
ENSG00000112715	VEGFA
ENSG00000112769	LAMA4
ENSG00000112782	CLIC5
ENSG00000112855	HARS2
ENSG00000112893	MAN2A1
ENSG00000112936	C7
ENSG00000112964	GHR
ENSG00000112981	NME5
ENSG00000112992	NNT
ENSG00000113013	HSPA9
ENSG00000113083	LOX
ENSG00000113140	SPARC
ENSG00000113161	HMGCR
ENSG00000113196	HAND1
ENSG00000113231	PDE8B
ENSG00000113262	GRM6
ENSG00000113263	ITK
ENSG00000113273	ARSB
ENSG00000113302	IL12B
ENSG00000113318	MSH3
ENSG00000113327	GABRG2
ENSG00000113360	DROSHA
ENSG00000113368	LMNB1
ENSG00000113430	IRX4
ENSG00000113448	PDE4D
ENSG00000113492	AGXT2
ENSG00000113494	PRLR
ENSG00000113520	IL4
ENSG00000113522	RAD50
ENSG00000113532	ST8SIA4
ENSG00000113569	NUP155
ENSG00000113580	NR3C1
ENSG00000113594	LIFR
ENSG00000113600	C9
ENSG00000113645	WWC1
ENSG00000113658	SMAD5
ENSG00000113721	PDGFRB
ENSG00000113790	EHHADH
ENSG00000113851	CRBN
ENSG00000113889	KNG1
ENSG00000113905	HRG
ENSG00000113916	BCL6
ENSG00000113924	HGD
ENSG00000113946	CLDN16
ENSG00000113966	ARL6
ENSG00000113971	NPHP3
ENSG00000114013	CD86
ENSG00000114030	KPNA1
ENSG00000114054	PCCB
ENSG00000114062	UBE3A
ENSG00000114200	BCHE
ENSG00000114204	SERPINI2
ENSG00000114209	PDCD10
ENSG00000114251	WNT5A
ENSG00000114270	COL7A1
ENSG00000114349	GNAT1
ENSG00000114353	GNAI2
ENSG00000114354	TFG
ENSG00000114374	USP9Y
ENSG00000114378	HYAL1
ENSG00000114391	RPL24
ENSG00000114423	CBLB
ENSG00000114450	GNB4
ENSG00000114480	GBE1
ENSG00000114491	UMPS
ENSG00000114686	MRPL3
ENSG00000114737	CISH
ENSG00000114739	ACVR2B
ENSG00000114771	AADAC
ENSG00000114796	KLHL24
ENSG00000114854	TNNC1
ENSG00000114859	CLCN2
ENSG00000114861	FOXP1
ENSG00000114867	EIF4G1
ENSG00000114923	SLC4A3
ENSG00000114942	EEF1B2
ENSG00000114948	ADAM23
ENSG00000114956	DGUOK
ENSG00000115020	PIKFYVE
ENSG00000115085	ZAP70
ENSG00000115107	STEAP3
ENSG00000115138	POMC
ENSG00000115155	OTOF
ENSG00000115159	GPD2
ENSG00000115170	ACVR1
ENSG00000115183	TANC1
ENSG00000115204	MPV17
ENSG00000115211	EIF2B4
ENSG00000115221	ITGB6
ENSG00000115241	PPM1G
ENSG00000115267	IFIH1
ENSG00000115268	RPS15
ENSG00000115275	MOGS
ENSG00000115286	NDUFS7
ENSG00000115297	TLX2
ENSG00000115306	SPTBN1
ENSG00000115317	HTRA2
ENSG00000115325	DOK1
ENSG00000115339	GALNT3
ENSG00000115361	ACADL
ENSG00000115380	EFEMP1
ENSG00000115392	FANCL
ENSG00000115414	FN1
ENSG00000115415	STAT1
ENSG00000115425	PECR
ENSG00000115474	KCNJ13
ENSG00000115486	GGCX
ENSG00000115488	NEU2
ENSG00000115504	EHBP1
ENSG00000115524	SF3B1
ENSG00000115525	ST3GAL5
ENSG00000115592	PRKAG3
ENSG00000115594	IL1R1
ENSG00000115602	IL1RL1
ENSG00000115641	FHL2
ENSG00000115648	MLPH
ENSG00000115657	ABCB6
ENSG00000115665	SLC5A7
ENSG00000115677	HDLBP
ENSG00000115687	PASK
ENSG00000115705	TPO
ENSG00000115718	PROC
ENSG00000115758	ODC1
ENSG00000115760	BIRC6
ENSG00000115808	STRN
ENSG00000115827	DCAF17
ENSG00000115839	RAB3GAP1
ENSG00000115840	SLC25A12
ENSG00000115844	DLX2
ENSG00000115850	LCT
ENSG00000115904	SOS1
ENSG00000115919	KYNU
ENSG00000115935	WIPF1
ENSG00000115947	ORC4
ENSG00000115966	ATF2
ENSG00000115998	C2orf42
ENSG00000116001	TIA1
ENSG00000116014	KISS1R
ENSG00000116016	EPAS1
ENSG00000116030	SUMO1
ENSG00000116039	ATP6V1B1
ENSG00000116044	NFE2L2
ENSG00000116062	MSH6
ENSG00000116096	SPR
ENSG00000116117	PARD3B
ENSG00000116127	ALMS1
ENSG00000116128	BCL9
ENSG00000116132	PRRX1
ENSG00000116133	DHCR24
ENSG00000116147	TNR
ENSG00000116171	SCP2
ENSG00000116218	NPHS2
ENSG00000116251	RPL22
ENSG00000116285	ERRFI1
ENSG00000116288	PARK7
ENSG00000116544	DLGAP3
ENSG00000116560	SFPQ
ENSG00000116580	GON4L
ENSG00000116586	LAMTOR2
ENSG00000116641	DOCK7
ENSG00000116675	DNAJC6
ENSG00000116678	LEPR
ENSG00000116688	MFN2
ENSG00000116690	PRG4
ENSG00000116701	NCF2
ENSG00000116704	SLC35D1
ENSG00000116711	PLA2G4A
ENSG00000116717	GADD45A
ENSG00000116731	PRDM2
ENSG00000116741	RGS2
ENSG00000116745	RPE65
ENSG00000116748	AMPD1
ENSG00000116761	CTH
ENSG00000116783	TNNI3K
ENSG00000116785	CFHR3
ENSG00000116906	GNPAT
ENSG00000116984	MTR
ENSG00000116990	MYCL
ENSG00000117013	KCNQ4
ENSG00000117016	RIMS3
ENSG00000117020	AKT3
ENSG00000117054	ACADM
ENSG00000117069	ST6GALNAC5
ENSG00000117118	SDHB
ENSG00000117280	RAB29
ENSG00000117298	ECE1
ENSG00000117305	HMGCL
ENSG00000117308	GALE
ENSG00000117318	ID3
ENSG00000117322	CR2
ENSG00000117335	CD46
ENSG00000117360	PRPF3
ENSG00000117394	SLC2A1
ENSG00000117400	MPL
ENSG00000117411	B4GALT2
ENSG00000117425	PTCH2
ENSG00000117479	SLC19A2
ENSG00000117480	FAAH
ENSG00000117528	ABCD3
ENSG00000117560	FASLG
ENSG00000117586	TNFSF4
ENSG00000117593	DARS2
ENSG00000117594	HSD11B1
ENSG00000117595	IRF6
ENSG00000117601	SERPINC1
ENSG00000117620	SLC35A3
ENSG00000117632	STMN1
ENSG00000117682	DHDDS
ENSG00000117707	PROX1
ENSG00000117713	ARID1A
ENSG00000117971	CHRNB4
ENSG00000117983	MUC5B
ENSG00000117984	CTSD
ENSG00000118004	COLEC11
ENSG00000118007	STAG1
ENSG00000118017	A4GNT
ENSG00000118046	STK11
ENSG00000118058	KMT2A
ENSG00000118094	TREH
ENSG00000118113	MMP8
ENSG00000118137	APOA1
ENSG00000118194	TNNT2
ENSG00000118200	CAMSAP2
ENSG00000118217	ATF6
ENSG00000118231	CRYGD
ENSG00000118242	MREG
ENSG00000118245	TNP1
ENSG00000118246	FASTKD2
ENSG00000118260	CREB1
ENSG00000118271	TTR
ENSG00000118276	B4GALT6
ENSG00000118402	ELOVL4
ENSG00000118432	CNR1
ENSG00000118482	PHF3
ENSG00000118495	PLAGL1
ENSG00000118503	TNFAIP3
ENSG00000118513	MYB
ENSG00000118515	SGK1
ENSG00000118520	ARG1
ENSG00000118689	FOXO3
ENSG00000118702	GHRH
ENSG00000118729	CASQ2
ENSG00000118762	PKD2
ENSG00000118777	ABCG2
ENSG00000118785	SPP1
ENSG00000118873	RAB3GAP2
ENSG00000118960	HS1BP3
ENSG00000118965	WDR35
ENSG00000118971	CCND2
ENSG00000118972	FGF23
ENSG00000119013	NDUFB3
ENSG00000119042	SATB2
ENSG00000119048	UBE2B
ENSG00000119121	TRPM6
ENSG00000119139	TJP2
ENSG00000119227	PIGZ
ENSG00000119335	SET
ENSG00000119392	GLE1
ENSG00000119397	CNTRL
ENSG00000119401	TRIM32
ENSG00000119414	PPP6C
ENSG00000119421	NDUFA8
ENSG00000119508	NR4A3
ENSG00000119509	INVS
ENSG00000119514	GALNT12
ENSG00000119523	ALG2
ENSG00000119535	CSF3R
ENSG00000119537	KDSR
ENSG00000119614	VSX2
ENSG00000119650	IFT43
ENSG00000119655	NPC2
ENSG00000119661	DNAL1
ENSG00000119681	LTBP2
ENSG00000119682	AREL1
ENSG00000119684	MLH3
ENSG00000119686	FLVCR2
ENSG00000119688	ABCD4
ENSG00000119699	TGFB3
ENSG00000119711	ALDH6A1
ENSG00000119715	ESRRB
ENSG00000119718	EIF2B2
ENSG00000119723	COQ6
ENSG00000119772	DNMT3A
ENSG00000119866	BCL11A
ENSG00000119888	EPCAM
ENSG00000119899	SLC17A5
ENSG00000119927	GPAM
ENSG00000119938	PPP1R3C
ENSG00000119950	MXI1
ENSG00000119953	SMNDC1
ENSG00000119977	TCTN3
ENSG00000120008	WDR11
ENSG00000120053	GOT1
ENSG00000120054	CPN1
ENSG00000120068	HOXB8
ENSG00000120071	KANSL1
ENSG00000120088	CRHR1
ENSG00000120094	HOXB1
ENSG00000120149	MSX2
ENSG00000120156	TEK
ENSG00000120210	INSL6
ENSG00000120217	CD274
ENSG00000120265	PCMT1
ENSG00000120370	GORAB
ENSG00000120437	ACAT2
ENSG00000120457	KCNJ5
ENSG00000120539	MASTL
ENSG00000120659	TNFSF11
ENSG00000120693	SMAD9
ENSG00000120697	ALG5
ENSG00000120708	TGFBI
ENSG00000120725	SIL1
ENSG00000120729	MYOT
ENSG00000120802	TMPO
ENSG00000120885	CLU
ENSG00000120889	TNFRSF10B
ENSG00000120903	CHRNA2
ENSG00000120907	ADRA1A
ENSG00000120915	EPHX2
ENSG00000120925	RNF170
ENSG00000120942	UBIAD1
ENSG00000120948	TARDBP
ENSG00000121067	SPOP
ENSG00000121068	TBX2
ENSG00000121075	TBX4
ENSG00000121101	TEX14
ENSG00000121207	LRAT
ENSG00000121289	CEP89
ENSG00000121350	PYROXD1
ENSG00000121351	IAPP
ENSG00000121361	KCNJ8
ENSG00000121454	LHX4
ENSG00000121552	CSTA
ENSG00000121578	B4GALT4
ENSG00000121594	CD80
ENSG00000121634	GJA8
ENSG00000121653	MAPK8IP1
ENSG00000121680	PEX16
ENSG00000121691	CAT
ENSG00000121741	ZMYM2
ENSG00000121742	GJB6
ENSG00000121743	GJA3
ENSG00000121807	CCR2
ENSG00000121853	GHSR
ENSG00000121879	PIK3CA
ENSG00000121897	LIAS
ENSG00000121957	GPSM2
ENSG00000121966	CXCR4
ENSG00000121989	ACVR2A
ENSG00000122025	FLT3
ENSG00000122026	RPL21
ENSG00000122121	XPNPEP2
ENSG00000122126	OCRL
ENSG00000122133	PAEP
ENSG00000122145	TBX22
ENSG00000122176	FMOD
ENSG00000122194	PLG
ENSG00000122223	CD244
ENSG00000122304	PRM2
ENSG00000122335	SERAC1
ENSG00000122367	LDB3
ENSG00000122406	RPL5
ENSG00000122420	PTGFR
ENSG00000122482	ZNF644
ENSG00000122507	BBS9
ENSG00000122512	PMS2
ENSG00000122550	KLHL7
ENSG00000122566	HNRNPA2B1
ENSG00000122585	NPY
ENSG00000122591	FAM126A
ENSG00000122642	FKBP9
ENSG00000122643	NT5C3A
ENSG00000122691	TWIST1
ENSG00000122728	TAF1L
ENSG00000122735	DNAI1
ENSG00000122778	KIAA1549
ENSG00000122779	TRIM24
ENSG00000122787	AKR1D1
ENSG00000122852	SFTPA1
ENSG00000122859	NEUROG3
ENSG00000122861	PLAU
ENSG00000122863	CHST3
ENSG00000122870	BICC1
ENSG00000122877	EGR2
ENSG00000122971	ACADS
ENSG00000123066	MED13L
ENSG00000123080	CDKN2C
ENSG00000123091	RNF11
ENSG00000123096	SSPN
ENSG00000123124	WWP1
ENSG00000123191	ATP7B
ENSG00000123240	OPTN
ENSG00000123268	ATF1
ENSG00000123297	TSFM
ENSG00000123329	ARHGAP9
ENSG00000123358	NR4A1
ENSG00000123364	HOXC13
ENSG00000123384	LRP1
ENSG00000123388	HOXC11
ENSG00000123415	SMUG1
ENSG00000123453	SARDH
ENSG00000123454	DBH
ENSG00000123473	STIL
ENSG00000123500	COL10A1
ENSG00000123545	NDUFAF4
ENSG00000123560	PLP1
ENSG00000123561	SERPINA7
ENSG00000123594	ATXN3L
ENSG00000123607	TTC21B
ENSG00000123612	ACVR1C
ENSG00000123643	SLC36A1
ENSG00000123700	KCNJ2
ENSG00000123810	B9D2
ENSG00000123983	ACSL3
ENSG00000123989	CHPF
ENSG00000123999	INHA
ENSG00000124006	OBSL1
ENSG00000124089	MC3R
ENSG00000124134	KCNS1
ENSG00000124145	SDC4
ENSG00000124164	VAPB
ENSG00000124177	CHD6
ENSG00000124181	PLCG1
ENSG00000124198	ARFGEF2
ENSG00000124205	EDN3
ENSG00000124212	PTGIS
ENSG00000124222	STX16
ENSG00000124233	SEMG1
ENSG00000124275	MTRR
ENSG00000124299	PEPD
ENSG00000124302	CHST8
ENSG00000124313	IQSEC2
ENSG00000124333	VAMP7
ENSG00000124334	IL9R
ENSG00000124343	XG
ENSG00000124370	MCEE
ENSG00000124429	POF1B
ENSG00000124479	NDP
ENSG00000124486	USP9X
ENSG00000124490	CRISP2
ENSG00000124491	F13A1
ENSG00000124496	TRERF1
ENSG00000124564	SLC17A3
ENSG00000124570	SERPINB6
ENSG00000124587	PEX6
ENSG00000124602	UNC5CL
ENSG00000124608	AARS2
ENSG00000124614	RPS10
ENSG00000124615	MOCS1
ENSG00000124713	GNMT
ENSG00000124762	CDKN1A
ENSG00000124767	GLO1
ENSG00000124788	ATXN1
ENSG00000124795	DEK
ENSG00000124813	RUNX2
ENSG00000124827	GCM2
ENSG00000125084	WNT1
ENSG00000125124	BBS2
ENSG00000125255	SLC10A2
ENSG00000125257	ABCC4
ENSG00000125285	SOX21
ENSG00000125347	IRF1
ENSG00000125351	UPF3B
ENSG00000125352	RNF113A
ENSG00000125356	NDUFA1
ENSG00000125363	AMELX
ENSG00000125378	BMP4
ENSG00000125384	PTGER2
ENSG00000125388	GRK4
ENSG00000125398	SOX9
ENSG00000125414	MYH2
ENSG00000125454	SLC25A19
ENSG00000125498	KIR2DL1
ENSG00000125505	MBOAT7
ENSG00000125510	OPRL1
ENSG00000125538	IL1B
ENSG00000125618	PAX8
ENSG00000125650	PSPN
ENSG00000125656	CLPP
ENSG00000125675	GRIA3
ENSG00000125676	THOC2
ENSG00000125730	C3
ENSG00000125735	TNFSF14
ENSG00000125741	OPA3
ENSG00000125744	RTN2
ENSG00000125779	PANK2
ENSG00000125788	DEFB126
ENSG00000125798	FOXA2
ENSG00000125845	BMP2
ENSG00000125863	MKKS
ENSG00000125864	BFSP1
ENSG00000125871	MGME1
ENSG00000125877	ITPA
ENSG00000125952	MAX
ENSG00000125965	GDF5
ENSG00000125970	RALY
ENSG00000126010	GRPR
ENSG00000126012	KDM5C
ENSG00000126088	UROD
ENSG00000126091	ST3GAL3
ENSG00000126214	KLC1
ENSG00000126215	XRCC3
ENSG00000126218	F10
ENSG00000126231	PROZ
ENSG00000126233	SLURP1
ENSG00000126266	FFAR1
ENSG00000126267	COX6B1
ENSG00000126351	THRA
ENSG00000126353	CCR7
ENSG00000126453	BCL2L12
ENSG00000126522	ASL
ENSG00000126524	SBDS
ENSG00000126545	CSN1S1
ENSG00000126562	WNK4
ENSG00000126583	PRKCG
ENSG00000126603	GLIS2
ENSG00000126746	ZNF384
ENSG00000126749	EMG1
ENSG00000126752	SSX1
ENSG00000126759	CFP
ENSG00000126767	ELK1
ENSG00000126777	KTN1
ENSG00000126778	SIX1
ENSG00000126861	OMG
ENSG00000126883	NUP214
ENSG00000126895	AVPR2
ENSG00000126934	MAP2K2
ENSG00000126952	NXF5
ENSG00000126953	TIMM8A
ENSG00000126970	ZC4H2
ENSG00000127083	OMD
ENSG00000127084	FGD3
ENSG00000127152	BCL11B
ENSG00000127241	MASP1
ENSG00000127249	ATP13A4
ENSG00000127329	PTPRB
ENSG00000127337	YEATS4
ENSG00000127362	TAS2R3
ENSG00000127412	TRPV5
ENSG00000127415	IDUA
ENSG00000127418	FGFRL1
ENSG00000127445	PIN1
ENSG00000127472	PLA2G5
ENSG00000127554	GFER
ENSG00000127616	SMARCA4
ENSG00000127666	TICAM1
ENSG00000127838	PNKD
ENSG00000127870	RNF6
ENSG00000127884	ECHS1
ENSG00000127914	AKAP9
ENSG00000127946	HIP1
ENSG00000127947	PTPN12
ENSG00000127948	POR
ENSG00000127957	PMS2P3
ENSG00000127980	PEX1
ENSG00000127990	SGCE
ENSG00000128016	ZFP36
ENSG00000128039	SRD5A3
ENSG00000128052	KDR
ENSG00000128159	TUBGCP6
ENSG00000128191	DGCR8
ENSG00000128242	GAL3ST1
ENSG00000128268	MGAT3
ENSG00000128271	ADORA2A
ENSG00000128274	A4GALT
ENSG00000128284	APOL3
ENSG00000128285	MCHR1
ENSG00000128309	MPST
ENSG00000128311	TST
ENSG00000128322	IGLL1
ENSG00000128340	RAC2
ENSG00000128342	LIF
ENSG00000128422	KRT17
ENSG00000128463	EMC4
ENSG00000128487	SPECC1
ENSG00000128510	CPA4
ENSG00000128512	DOCK4
